Blake Griffin,griffbl01,2014,6739,3341,2.548170331,0.206144306,2.754314637,4.463155463,1.112558589,5.575714052,2.997118469,0.382859115,3.379977583,10.53359876,8.744554717,1.78904404,3.392660153,1.244756319,4.637416472,0.307184717,,Blake Griffin,griffbl01,2015,5863,2913,3.395076819,-0.538389711,2.856687108,2.982063138,0.963671529,3.945734667,3.288511092,-0.267539158,3.020971934,8.663354119,5.710721338,2.952632782,3.448330688,0.24572859,3.694059277,0.405686116,,,,,,,,,,,,,,,,,,,,,,
Boris Diaw,diawbo01,2014,5196,2578,0.55388476,0.676898427,1.230783187,2.956809307,-0.559718163,2.397091144,1.05455945,0.379959909,1.434519359,5.572831395,3.792823257,1.780008139,0.346450514,0.731050815,1.077501329,0.066015649,,Boris Diaw,diawbo01,2015,4325,2182,-0.705145738,-1.07304499,-1.778190728,0.852448342,0.452167318,1.30461566,-0.459656593,-0.875995992,-1.335652585,1.573305486,1.418103949,0.155201537,-1.050851519,-0.218468642,-1.269320161,-0.361331666,,,,,,,,,,,,,,,,,,,,,,
Bradley Beal,bealbr01,2014,5803,2988,0.545201043,0.734750459,1.279951501,1.060610969,0.73490342,1.795514388,0.693734057,0.757417798,1.451151855,6.499806363,4.480124475,2.019681888,1.147430681,0.571055634,1.718486314,-0.319541195,,Bradley Beal,bealbr01,2015,4981,2525,0.526764809,0.900872314,1.427637122,3.160193215,-0.379293007,2.780900208,1.116495159,0.654232997,1.770728157,5.832489048,4.314456538,1.51803251,0.943728528,1.059547211,2.003275738,-0.55382986,,,,,,,,,,,,,,,,,,,,,,
Brandan Wright,wrighbr03,2014,2320,1167,1.195582157,-1.38314904,-0.187566883,4.218577513,-0.550750457,3.667827057,1.854839318,-1.293360166,0.561479152,1.965386205,1.634187585,0.33119862,1.781189205,-1.469354703,0.311834502,-0.803531713,,Brandan Wright,wrighbr03,2015,2933,1449,0.582024487,1.782382625,2.364407112,-0.838111264,-0.831287452,-1.669398716,0.313358912,1.347405609,1.660764521,3.237562956,3.237562956,0,-0.245806515,0.922502095,0.67669558,-0.664325508,,,,,,,,,,,,,,,,,,,,,,
Brandon Bass,bassbr01,2014,4472,2266,-1.596885577,-0.682379805,-2.279265383,-3.520965801,-2.870349741,-6.391315543,-2.051681274,-1.170599018,-3.222280292,-0.541079709,-0.541079709,0,-2.583918408,-1.645742136,-4.229660544,-0.865989444,,Brandon Bass,bassbr01,2015,4088,2015,-1.32025416,-1.045264856,-2.365519016,-2.996438851,-1.540038884,-4.536477736,-1.735010107,-1.224363645,-2.959373753,-0.227945012,-0.011178747,-0.216766265,-1.805826618,-1.576706493,-3.382533111,-0.540275959,,,,,,,,,,,,,,,,,,,,,,
Brandon Davies,daviebr01,2014,1208,575,-3.796497935,-0.156168393,-3.952666329,-0.993483038,3.812551975,2.819068937,-3.383135113,0.72791799,-2.655217123,0.027964199,0.027964199,0,-3.848355149,-0.665143007,-4.513498156,0.545770763,,Brandon Davies,daviebr01,2015,873,423,-1.801639281,-1.056358018,-2.857997299,-1.696854258,-7.315720873,-9.012575131,-1.78020254,-2.418077995,-4.198280535,-0.321260883,-0.321260883,0,-1.97443807,-1.083914495,-3.058352564,1.601853712,,,,,,,,,,,,,,,,,,,,,,
Brandon Jennings,jennibr01,2014,5508,2728,2.16710401,-2.928184577,-0.761080567,1.446789123,-1.85033427,-0.403545147,2.166317283,-2.844858618,-0.678541335,2.899826293,2.899826293,0,2.441203513,-2.68027539,-0.239071877,0.556142134,,Brandon Jennings,jennibr01,2015,2351,1173,3.661010207,0.035272962,3.696283169,-0.336794811,0.296460858,-0.040333953,3.075021376,0.104283629,3.179305005,3.54362379,3.54362379,0,2.866547161,-0.453734634,2.412812527,-0.131211814,,,,,,,,,,,,,,,,,,,,,,
Brandon Knight,knighbr03,2014,4684,2400,0.972163425,-1.787007001,-0.814843576,-0.012845944,-3.853814956,-3.8666609,0.928016318,-2.2610302,-1.333013882,1.736108607,1.736108607,0,1.040887095,-2.328434836,-1.287547741,0.057350067,,Brandon Knight,knighbr03,2015,4139,2035,0.947520349,0.054970641,1.002490991,-1.862076281,-0.92807938,-2.790155661,0.464341215,-0.169862543,0.294478673,3.234161928,3.234161928,0,0.612577305,0.194075515,0.80665282,1.176351178,,,,,,,,,,,,,,,,,,,,,,
Brandon Rush,rushbr01,2014,826,418,-4.07611894,-5.221516379,-9.29763532,-2.575166939,-1.243977902,-3.819144841,-3.965277595,-4.655169865,-8.62044746,-1.251372307,-1.251372307,0,-4.106589751,-5.417236615,-9.523826365,-0.044469731,,Brandon Rush,rushbr01,2015,603,278,-5.625915454,-5.883514184,-11.50942964,-9.592272476,-8.305481486,-17.89775396,-6.811904663,-6.844871913,-13.65677658,-1.552473923,-1.540176385,-0.012297538,-5.69891267,-5.500500048,-11.19941272,0.443656918,,,,,,,,,,,,,,,,,,,,,,
Brian Roberts,roberbr01,2014,3271,1667,-0.431647508,-1.018460213,-1.450107721,-1.79735064,0.133510926,-1.663839714,-0.748626928,-0.800304507,-1.548931435,1.010625097,1.010625097,0,-0.595748431,-1.099770474,-1.695518905,-1.02230964,,Brian Roberts,roberbr01,2015,2610,1330,-0.30192155,-0.389746248,-0.691667798,-1.122656775,0.38187717,-0.740779605,-0.427368361,-0.264778248,-0.69214661,1.380735086,1.380735086,0,-0.808265153,-0.982799135,-1.791064288,-1.075028149,,,,,,,,,,,,,,,,,,,,,,
